survey_year,age,gender,race,ethnicity,language_home,citizenship_status,place_birth,immigrant_generation,immigration_attitude,border_security_attitude,political_party,vote_intention,approval_rating
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,2,2,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,3,2,2,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA
2011,2,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,2,2,1,2,2,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,NA,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,3,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,2,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,2,2,3,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,3,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,2,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,2,2,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,1,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,2,2,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,3,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,2,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,1,1,2,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,3,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,1,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
2011,2,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA
2011,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2011,1,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA
2011,3,2,NA,NA,NA,2,2,1,1,1,NA,NA,NA
