gender,age,education,income,marital_status,employment,state,citizenship_status,place_birth,parent_nativity,immigrant_generation,immigration_levels_opinion,legalization_support,deportation_worry,political_party
0,40,NA,NA,NA,1,3,NA,2,NA,1,1,1,NA,NA
1,34,1,14,1,1,30,1,1,3,2,3,1,NA,2
0,58,1,5,4,1,42,1,1,1,3,3,1,NA,2
1,43,2,23,1,1,9,1,2,NA,1,1,0.5,NA,1
0,23,1,11,5,1,30,NA,2,NA,1,3,1,NA,NA
1,50,2,14,1,1,9,1,2,NA,1,3,1,NA,1
1,59,1,6,1,1,9,1,2,NA,1,2,1,NA,1
0,24,1,1,NA,3,42,1,1,1,3,1,1,NA,2
1,42,1,4,5,1,9,NA,2,NA,1,2,1,NA,1
0,46,1,4,1,1,42,1,1,1,3,1,1,NA,1
0,41,2,2,NA,1,9,NA,2,NA,1,1,1,NA,1
0,50,1,NA,4,1,9,1,2,NA,1,1,1,NA,1
1,54,1,6,1,3,42,1,1,1,3,1,1,NA,2
0,38,1,NA,4,1,9,1,2,NA,1,NA,1,NA,2
0,27,1,11,1,2,42,NA,2,NA,1,1,1,NA,1
0,43,1,3,4,3,42,1,1,1,3,3,NA,NA,2
1,41,1,12,1,3,9,NA,2,NA,1,3,1,NA,NA
1,43,1,12,1,1,42,NA,2,NA,1,3,1,NA,1
0,22,1,5,2,3,30,1,1,3,2,3,1,NA,2
1,49,1,5,1,1,9,NA,2,NA,1,3,1,NA,2
0,30,1,2,1,3,42,1,2,NA,1,1,1,NA,3
1,57,1,3,1,3,42,1,1,2,2,3,1,NA,3
0,62,1,1,4,3,9,NA,2,NA,1,NA,1,NA,2
1,51,1,14,1,1,30,1,2,NA,1,3,1,NA,2
1,24,1,NA,NA,1,13,1,1,3,2,1,1,NA,3
1,65,1,13,4,3,13,1,1,3,2,3,1,NA,2
0,63,1,4,1,1,42,1,1,1,3,1,1,NA,2
0,56,2,14,NA,1,42,1,1,1,3,3,0.5,NA,2
1,28,1,13,NA,1,42,1,1,1,3,3,1,NA,1
0,21,1,1,5,1,42,1,1,2,2,1,0.5,NA,2
1,23,1,3,NA,1,42,NA,2,NA,1,1,1,NA,3
1,30,1,1,1,1,3,NA,2,NA,1,3,1,NA,3
1,39,1,4,NA,1,9,1,2,NA,1,2,1,NA,1
1,61,1,NA,4,1,9,1,2,NA,1,1,1,NA,1
0,38,2,4,4,1,42,1,1,1,3,1,0.5,NA,2
0,22,1,11,2,2,9,1,1,3,2,3,1,NA,NA
1,50,1,4,4,1,9,NA,2,NA,1,1,1,NA,NA
0,35,1,NA,1,2,42,NA,2,NA,1,3,1,NA,NA
1,27,1,21,1,1,42,1,1,1,3,3,1,NA,NA
0,18,1,2,NA,3,9,1,1,3,2,1,1,NA,1
0,35,1,6,1,1,9,NA,2,NA,1,1,1,NA,NA
1,42,1,NA,1,1,42,NA,2,NA,1,3,1,NA,1
0,24,1,11,2,1,42,1,2,NA,1,3,1,NA,2
0,72,1,NA,1,3,42,NA,2,NA,1,3,1,NA,3
1,43,1,23,1,1,9,1,2,NA,1,1,1,NA,3
1,33,1,4,1,1,42,1,1,3,2,3,1,NA,3
1,18,1,NA,NA,1,42,NA,2,NA,1,1,1,NA,NA
0,21,1,NA,1,1,42,1,1,3,2,1,1,NA,NA
0,47,2,23,1,3,3,NA,NA,NA,NA,3,1,NA,2
0,33,1,3,1,2,42,1,1,1,3,1,1,NA,2
0,50,1,6,4,1,42,1,1,3,2,1,1,NA,1
0,52,1,NA,1,1,42,1,1,1,3,1,1,NA,2
0,27,1,4,1,1,42,1,1,3,2,1,1,NA,NA
1,25,1,4,NA,1,42,NA,2,NA,1,1,1,NA,3
0,NA,1,NA,1,1,42,1,2,NA,1,1,1,NA,3
1,76,1,1,1,3,13,1,2,NA,1,2,1,NA,NA
0,20,1,NA,NA,3,46,NA,2,NA,1,1,1,NA,NA
1,52,2,21,1,1,9,1,2,NA,1,3,1,NA,3
0,27,2,12,1,2,3,NA,NA,NA,NA,3,1,NA,1
1,25,1,3,1,1,3,NA,2,NA,1,3,1,NA,2
0,36,1,5,1,1,42,NA,2,NA,1,1,1,NA,1
1,38,1,13,4,1,31,1,1,1,3,1,0.5,NA,1
0,39,1,22,1,1,31,1,1,1,3,3,1,NA,NA
0,18,1,2,NA,1,42,1,1,2,2,2,1,NA,NA
0,37,1,3,1,1,42,NA,2,NA,1,1,1,NA,1
1,24,1,5,2,1,42,1,1,2,2,1,1,NA,NA
1,26,1,11,NA,1,13,NA,2,NA,1,NA,1,NA,NA
0,29,2,6,1,1,9,1,2,NA,1,1,1,NA,3
1,31,2,21,5,1,9,NA,2,NA,1,3,1,NA,NA
0,NA,2,NA,3,3,9,1,2,NA,1,3,1,NA,1
0,68,1,NA,1,3,9,1,2,NA,1,NA,1,NA,3
0,70,1,NA,4,3,9,NA,2,NA,1,1,1,NA,2
1,24,1,5,NA,3,3,NA,2,NA,1,1,1,NA,3
0,42,1,5,1,2,42,NA,2,NA,1,1,1,NA,2
1,40,1,11,4,1,31,1,2,NA,1,NA,1,NA,2
0,41,1,6,1,1,42,NA,2,NA,1,3,1,NA,NA
0,44,1,21,1,1,30,1,2,NA,1,3,1,NA,2
0,25,1,13,1,1,9,1,2,NA,1,1,1,NA,NA
0,50,1,1,4,1,42,1,1,3,2,3,1,NA,3
0,26,1,4,4,1,42,NA,NA,NA,NA,1,1,NA,3
0,34,1,3,1,2,42,NA,2,NA,1,1,1,NA,3
1,27,1,4,1,1,42,NA,2,NA,1,2,1,NA,3
0,77,1,NA,1,2,31,NA,NA,NA,NA,1,0.5,NA,1
0,43,2,22,1,1,42,1,2,NA,1,3,1,NA,2
1,38,1,6,1,1,42,NA,2,NA,1,NA,1,NA,3
0,34,1,2,1,2,42,NA,2,NA,1,3,1,NA,3
0,NA,1,NA,1,2,42,1,2,NA,1,3,1,NA,1
0,28,1,4,1,2,9,NA,2,NA,1,1,1,NA,NA
0,NA,NA,NA,NA,1,42,NA,2,NA,1,1,1,NA,NA
0,45,1,24,1,2,3,1,1,1,3,1,1,NA,2
1,67,1,4,1,3,31,1,1,3,2,3,1,NA,2
0,25,1,NA,1,2,42,NA,2,NA,1,1,1,NA,3
0,64,2,14,4,1,3,NA,NA,NA,NA,3,1,NA,2
1,30,2,22,4,1,9,1,1,3,2,1,0.5,NA,1
1,60,2,12,NA,1,9,1,2,NA,1,1,1,NA,1
0,18,1,11,2,3,42,1,1,3,2,1,1,NA,3
1,63,1,22,1,1,42,1,2,NA,1,NA,1,NA,3
1,47,2,6,3,1,42,1,1,2,2,3,1,NA,3
1,24,2,23,NA,1,9,1,1,1,3,2,1,NA,3
1,58,1,2,4,3,9,NA,2,NA,1,1,NA,NA,NA
1,18,1,NA,NA,1,3,NA,2,NA,1,1,1,NA,NA
1,30,2,24,1,1,9,1,1,3,2,1,0.5,NA,1
0,18,1,11,2,3,42,1,1,1,3,1,1,NA,2
1,27,1,3,1,1,42,NA,2,NA,1,2,1,NA,3
1,19,1,NA,NA,3,31,1,1,1,3,3,1,NA,3
1,19,1,NA,NA,3,42,1,1,1,3,3,0.5,NA,2
0,67,1,11,3,3,42,1,2,NA,1,1,1,NA,1
1,52,1,11,1,1,42,NA,2,NA,1,2,1,NA,2
0,63,1,NA,1,2,9,1,2,NA,1,NA,1,NA,2
0,39,2,11,1,2,42,NA,2,NA,1,1,1,NA,2
1,30,1,2,NA,3,42,1,1,1,3,1,0.5,NA,3
0,25,2,5,NA,3,42,1,1,2,2,3,1,NA,2
0,22,1,12,NA,2,42,1,1,3,2,1,1,NA,1
0,38,1,4,1,1,9,NA,2,NA,1,1,1,NA,2
0,23,1,6,NA,1,31,1,1,2,2,3,1,NA,NA
0,33,1,NA,5,1,42,NA,2,NA,1,1,1,NA,3
1,37,1,11,NA,1,31,1,1,1,3,1,1,NA,3
1,41,2,29,1,1,9,1,2,NA,1,NA,1,NA,1
0,45,2,14,4,1,31,1,1,3,2,1,1,NA,2
0,51,2,1,NA,3,3,1,1,2,2,1,1,NA,2
0,24,1,13,NA,1,3,1,1,1,3,3,1,NA,1
0,18,1,2,NA,2,31,1,1,2,2,1,0.5,NA,NA
0,37,1,2,3,2,31,NA,2,NA,1,1,1,NA,NA
0,53,1,5,1,2,42,NA,2,NA,1,1,1,NA,NA
1,23,1,22,NA,3,3,1,1,1,3,2,1,NA,NA
0,32,1,3,1,1,46,NA,2,NA,1,3,1,NA,NA
1,56,1,4,1,1,9,NA,2,NA,1,3,1,NA,3
0,33,1,6,1,2,42,NA,2,NA,1,1,1,NA,1
1,48,1,NA,4,3,42,1,1,1,3,1,1,NA,2
1,18,1,6,NA,3,42,1,1,2,2,1,0.5,NA,NA
0,32,2,22,1,1,42,1,1,2,2,3,1,NA,3
0,36,1,NA,2,2,3,NA,2,NA,1,3,1,NA,NA
1,42,2,22,1,1,42,1,2,NA,1,1,NA,NA,1
1,62,1,5,NA,3,5,NA,2,NA,1,3,1,NA,NA
0,40,1,4,2,1,46,NA,2,NA,1,NA,1,NA,NA
0,44,1,4,1,1,42,1,1,3,2,1,0.5,NA,NA
1,42,1,6,1,1,42,NA,2,NA,1,1,1,NA,1
1,28,1,4,1,1,3,NA,2,NA,1,3,1,NA,NA
0,49,1,4,1,3,31,NA,2,NA,1,1,1,NA,NA
1,23,1,22,5,1,9,NA,2,NA,1,1,1,NA,3
1,28,1,3,5,1,9,NA,2,NA,1,1,1,NA,3
0,52,2,23,1,1,9,1,2,NA,1,1,1,NA,1
0,20,1,NA,NA,1,3,1,1,1,3,1,0.5,NA,2
0,45,2,12,4,1,42,1,1,1,3,1,NA,NA,2
0,30,1,5,2,2,9,1,2,NA,1,1,1,NA,2
0,52,1,21,1,2,42,1,1,1,3,1,1,NA,1
0,51,1,NA,1,2,13,NA,2,NA,1,1,1,NA,NA
0,30,2,22,NA,3,9,1,1,1,3,1,0.5,NA,NA
1,40,1,6,1,1,42,NA,2,NA,1,3,1,NA,1
0,37,1,6,NA,1,9,NA,2,NA,1,1,1,NA,NA
1,36,1,4,1,3,9,NA,2,NA,1,2,1,NA,NA
1,36,1,4,1,1,42,NA,2,NA,1,1,1,NA,NA
1,24,1,4,NA,1,9,NA,2,NA,1,3,1,NA,NA
0,42,1,12,1,2,3,1,1,1,3,1,1,NA,2
1,47,1,6,1,1,9,NA,2,NA,1,2,1,NA,1
0,25,1,NA,4,1,3,1,1,3,2,3,0.5,NA,3
1,25,1,23,NA,1,3,NA,2,NA,1,2,1,NA,1
1,45,1,NA,1,1,42,NA,2,NA,1,NA,1,NA,NA
0,42,1,11,4,1,9,1,2,NA,1,1,0.5,NA,2
0,18,1,23,NA,3,9,1,1,1,3,3,1,NA,NA
1,53,1,21,1,1,9,1,2,NA,1,3,1,NA,1
1,62,1,5,1,1,42,1,1,1,3,1,0.5,NA,2
0,56,1,1,2,3,9,1,2,NA,1,3,1,NA,1
0,27,2,5,NA,1,42,1,1,3,2,1,1,NA,3
0,31,1,2,5,1,46,NA,2,NA,1,3,1,NA,NA
1,46,1,21,1,1,42,1,2,NA,1,1,1,NA,1
0,79,1,22,4,3,9,1,2,NA,1,3,1,NA,1
1,27,1,3,1,3,42,NA,2,NA,1,1,1,NA,3
0,39,2,NA,NA,1,9,NA,2,NA,1,1,1,NA,NA
0,42,1,2,5,2,42,NA,2,NA,1,1,0.5,NA,NA
1,60,1,13,1,1,9,NA,2,NA,1,1,1,NA,NA
1,30,1,14,NA,1,9,NA,2,NA,1,3,1,NA,1
0,30,1,5,1,1,42,NA,2,NA,1,1,1,NA,NA
1,43,1,23,1,1,9,1,2,NA,1,1,1,NA,3
1,20,1,NA,NA,3,9,1,1,3,2,3,1,NA,NA
1,30,2,12,NA,1,42,1,2,NA,1,3,1,NA,1
0,37,1,4,NA,1,9,NA,2,NA,1,1,1,NA,2
0,29,1,NA,1,3,3,NA,2,NA,1,1,1,NA,3
1,53,2,4,NA,1,42,NA,NA,NA,NA,2,1,NA,2
0,46,2,22,1,1,9,1,1,3,2,1,0.5,NA,1
1,27,2,12,NA,1,9,1,2,NA,1,1,1,NA,1
0,73,2,13,4,3,9,1,2,NA,1,1,1,NA,3
1,22,1,5,NA,1,42,NA,NA,NA,NA,NA,1,NA,NA
1,19,1,23,NA,3,42,1,1,1,3,2,1,NA,1
0,50,1,4,4,1,3,1,1,1,3,1,0.5,NA,2
0,51,1,12,1,2,9,NA,2,NA,1,1,1,NA,NA
0,81,1,NA,3,2,9,1,2,NA,1,1,1,NA,1
0,26,2,3,NA,1,9,NA,2,NA,1,1,1,NA,3
0,18,1,12,NA,3,9,1,1,3,2,1,1,NA,2
1,49,2,22,1,1,9,NA,2,NA,1,3,1,NA,1
0,43,1,12,1,1,30,NA,2,NA,1,1,1,NA,1
1,64,1,5,1,1,9,1,2,NA,1,3,1,NA,1
1,27,1,12,1,1,42,1,2,NA,1,3,1,NA,NA
1,42,1,14,1,1,9,1,2,NA,1,3,1,NA,1
1,31,2,5,1,1,9,NA,2,NA,1,1,1,NA,2
0,23,1,11,NA,1,9,NA,2,NA,1,1,1,NA,3
0,50,2,21,3,1,9,1,2,NA,1,3,1,NA,3
0,41,1,12,1,1,9,NA,2,NA,1,1,1,NA,2
0,56,1,6,1,1,9,1,2,NA,1,1,1,NA,2
0,54,1,4,1,3,9,NA,2,NA,1,1,1,NA,1
0,75,1,2,NA,3,9,1,2,NA,1,3,1,NA,1
0,18,1,11,NA,1,42,1,1,2,2,1,1,NA,3
0,28,1,13,1,1,3,NA,2,NA,1,1,1,NA,NA
0,24,1,6,NA,1,9,1,2,NA,1,1,1,NA,3
0,35,1,22,1,1,42,1,1,1,3,1,1,NA,2
1,29,1,3,2,1,42,1,1,1,3,1,1,NA,2
0,55,2,23,NA,1,42,1,1,1,3,NA,1,NA,3
1,23,1,3,NA,3,3,1,1,2,2,1,0.5,NA,3
1,19,1,NA,NA,1,31,1,1,2,2,1,0.5,NA,2
1,44,1,5,1,1,9,NA,2,NA,1,NA,1,NA,NA
1,36,1,NA,NA,3,42,NA,2,NA,1,3,1,NA,1
0,22,1,2,NA,3,42,1,1,3,2,1,1,NA,1
0,35,2,13,NA,1,42,1,1,1,3,1,1,NA,2
0,52,1,22,1,2,9,1,1,1,3,3,1,NA,1
1,65,1,1,1,3,42,1,2,NA,1,1,1,NA,2
0,53,1,6,1,3,3,1,2,NA,1,1,1,NA,2
0,73,1,12,3,1,42,1,1,3,2,1,1,NA,2
0,26,1,4,NA,2,30,NA,2,NA,1,1,1,NA,2
0,60,2,3,1,1,9,1,2,NA,1,3,1,NA,3
1,40,1,22,1,1,42,1,1,1,3,1,0.5,NA,3
1,28,1,12,4,1,9,1,2,NA,1,1,0.5,NA,NA
0,31,1,6,1,2,42,NA,2,NA,1,1,1,NA,2
0,63,1,NA,4,3,9,1,2,NA,1,1,1,NA,1
1,25,1,NA,NA,1,9,NA,2,NA,1,1,1,NA,2
0,27,1,6,NA,1,13,1,1,3,2,1,1,NA,2
1,30,1,22,1,1,42,1,1,1,3,1,1,NA,2
0,21,1,12,1,1,9,1,1,3,2,3,1,NA,NA
0,50,1,22,1,1,9,1,2,NA,1,3,1,NA,NA
0,78,1,4,1,3,9,1,2,NA,1,3,1,NA,1
1,40,1,4,1,1,42,1,1,1,3,1,NA,NA,NA
1,22,1,22,NA,1,9,1,2,NA,1,NA,1,NA,3
1,45,1,6,1,1,42,1,2,NA,1,1,1,NA,1
0,NA,2,29,NA,1,9,1,2,NA,1,NA,1,NA,1
0,50,1,11,NA,1,42,1,2,NA,1,3,1,NA,1
0,70,1,3,1,3,42,1,2,NA,1,1,1,NA,NA
0,39,1,5,NA,1,42,1,1,1,3,1,NA,NA,2
1,81,2,4,1,3,9,1,2,NA,1,1,1,NA,1
1,38,2,4,1,3,9,NA,2,NA,1,2,1,NA,2
1,45,1,6,1,1,42,NA,2,NA,1,2,1,NA,2
1,37,1,12,1,1,42,1,2,NA,1,3,1,NA,NA
0,39,1,NA,1,2,42,NA,2,NA,1,1,1,NA,NA
0,79,2,2,3,3,42,1,2,NA,1,3,1,NA,2
0,38,1,6,1,2,42,NA,2,NA,1,1,1,NA,NA
0,65,1,NA,1,3,3,NA,NA,NA,NA,3,1,NA,1
0,57,2,29,1,1,42,1,1,1,3,1,0.5,NA,2
0,50,1,6,5,2,42,1,1,3,2,3,1,NA,NA
1,27,1,6,1,1,42,NA,2,NA,1,3,1,NA,NA
0,18,1,11,NA,1,9,NA,2,NA,1,1,1,NA,3
0,36,1,5,4,1,42,1,1,3,2,1,1,NA,3
0,44,1,6,1,2,3,NA,2,NA,1,1,1,NA,2
0,43,1,6,1,1,42,NA,2,NA,1,1,1,NA,NA
0,23,1,6,2,1,42,1,1,1,3,1,1,NA,2
1,36,1,NA,1,1,42,NA,2,NA,1,NA,1,NA,3
0,32,1,6,1,2,42,1,1,3,2,3,1,NA,2
0,22,2,14,NA,1,9,1,2,NA,1,3,1,NA,3
0,50,1,NA,5,3,3,1,1,2,2,1,NA,NA,NA
0,23,2,6,NA,1,9,1,1,3,2,3,1,NA,2
0,66,1,5,4,1,9,1,2,NA,1,3,1,NA,1
1,64,1,NA,1,3,42,1,1,1,3,1,1,NA,NA
0,27,1,NA,1,2,42,NA,2,NA,1,3,1,NA,1
0,NA,1,NA,4,1,33,1,2,NA,1,1,1,NA,2
1,34,1,4,1,1,30,1,1,3,2,3,1,NA,2
0,59,1,NA,1,1,33,NA,2,NA,1,NA,1,NA,NA
0,31,2,6,1,1,30,NA,2,NA,1,2,1,NA,3
0,65,1,6,4,2,33,1,2,NA,1,1,1,NA,2
0,50,1,3,4,1,33,1,2,NA,1,1,1,NA,2
1,43,1,NA,5,3,33,NA,2,NA,1,1,1,NA,NA
0,42,1,4,1,1,33,NA,2,NA,1,3,1,NA,NA
0,42,1,4,1,1,33,1,2,NA,1,3,1,NA,2
1,74,1,4,1,3,30,1,2,NA,1,3,1,NA,3
0,NA,NA,NA,NA,3,30,NA,2,NA,1,1,0.5,NA,2
1,23,2,NA,NA,1,33,1,1,3,2,3,1,NA,3
0,20,1,NA,NA,3,33,1,1,3,2,1,1,NA,NA
1,42,1,6,NA,1,9,NA,2,NA,1,1,1,NA,1
0,29,1,5,NA,1,18,NA,2,NA,1,3,1,NA,NA
1,27,1,5,1,1,33,NA,2,NA,1,1,1,NA,3
1,24,1,4,NA,1,33,NA,2,NA,1,1,1,NA,3
0,44,1,23,1,3,30,1,2,NA,1,3,1,NA,2
0,48,1,NA,4,2,33,NA,2,NA,1,1,1,NA,3
0,60,1,1,1,2,18,NA,2,NA,1,1,1,NA,1
1,42,2,NA,1,1,33,NA,2,NA,1,3,1,NA,2
1,23,1,12,NA,1,9,1,2,NA,1,3,1,NA,NA
0,36,1,NA,1,1,18,1,2,NA,1,1,1,NA,2
0,26,2,23,1,1,30,1,1,3,2,3,1,NA,2
0,27,1,NA,1,3,33,NA,2,NA,1,1,1,NA,1
0,45,1,4,NA,2,33,NA,2,NA,1,NA,1,NA,3
1,39,2,NA,4,1,33,1,2,NA,1,2,1,NA,3
0,18,1,NA,NA,3,33,1,1,2,2,2,1,NA,3
1,19,1,NA,NA,3,30,1,1,3,2,NA,1,NA,2
0,43,1,12,4,1,33,NA,2,NA,1,3,1,NA,1
0,40,1,11,3,1,33,NA,2,NA,1,1,1,NA,2
1,67,1,4,1,1,33,1,2,NA,1,NA,1,NA,2
0,27,1,4,4,1,18,1,1,3,2,1,1,NA,3
0,30,1,4,4,1,18,NA,2,NA,1,2,1,NA,3
0,27,1,13,NA,1,33,1,1,3,2,3,1,NA,2
1,29,1,NA,NA,3,33,NA,2,NA,1,1,1,NA,3
0,46,1,NA,4,1,33,NA,2,NA,1,1,1,NA,NA
1,NA,NA,NA,1,1,33,NA,2,NA,1,NA,1,NA,3
1,44,1,NA,2,3,18,NA,2,NA,1,3,1,NA,3
1,61,1,NA,4,3,33,1,2,NA,1,1,1,NA,2
0,35,1,1,4,3,33,1,2,NA,1,1,1,NA,2
0,19,1,1,NA,1,33,1,1,3,2,3,1,NA,2
0,31,1,2,3,1,33,NA,2,NA,1,NA,1,NA,2
0,29,2,5,1,3,33,NA,2,NA,1,1,1,NA,2
0,27,1,6,NA,2,33,NA,2,NA,1,1,1,NA,NA
0,18,1,4,2,3,30,1,1,2,2,3,1,NA,2
1,33,1,13,1,1,33,NA,2,NA,1,3,1,NA,2
1,24,2,14,NA,1,30,1,2,NA,1,1,1,NA,3
0,61,1,3,4,1,9,1,2,NA,1,NA,NA,NA,NA
1,18,1,NA,NA,3,33,1,1,3,2,1,1,NA,NA
1,59,1,3,4,3,33,1,2,NA,1,3,1,NA,2
1,25,1,4,NA,1,33,NA,2,NA,1,3,1,NA,3
1,20,1,3,NA,3,18,1,1,3,2,NA,1,NA,NA
1,19,1,2,NA,3,33,NA,2,NA,1,1,1,NA,3
0,71,1,2,3,3,33,NA,2,NA,1,3,1,NA,2
1,18,1,13,5,3,33,NA,2,NA,1,1,1,NA,2
0,73,1,2,4,1,33,NA,2,NA,1,1,0.5,NA,2
0,43,1,12,NA,1,33,1,1,1,3,1,1,NA,2
1,37,1,13,1,3,30,NA,2,NA,1,1,0.5,NA,2
0,24,2,6,1,2,30,1,2,NA,1,1,1,NA,2
0,42,1,11,NA,2,33,NA,2,NA,1,3,1,NA,2
0,25,1,5,2,1,33,NA,2,NA,1,3,1,NA,3
0,72,1,3,5,2,33,NA,2,NA,1,1,1,NA,2
0,18,1,NA,NA,1,33,1,1,3,2,3,1,NA,3
0,31,1,NA,1,1,18,1,2,NA,1,3,1,NA,2
0,23,1,5,1,1,33,1,2,NA,1,3,1,NA,2
0,62,1,1,3,1,33,1,2,NA,1,1,1,NA,2
0,36,1,NA,1,2,33,NA,2,NA,1,1,0.5,NA,NA
0,36,1,11,1,1,33,1,2,NA,1,1,1,NA,2
0,42,1,NA,1,1,33,1,2,NA,1,3,1,NA,2
0,35,1,1,1,2,33,NA,2,NA,1,NA,1,NA,2
0,42,1,4,5,1,33,NA,2,NA,1,1,1,NA,NA
0,20,1,6,NA,1,33,NA,2,NA,1,1,1,NA,NA
0,19,1,5,NA,3,30,NA,2,NA,1,1,0.5,NA,3
0,30,1,NA,1,3,33,NA,2,NA,1,1,NA,NA,NA
1,49,1,12,1,1,33,1,2,NA,1,3,1,NA,2
0,42,1,4,1,1,33,NA,2,NA,1,3,1,NA,3
0,45,1,2,5,3,30,NA,2,NA,1,1,1,NA,NA
0,40,1,1,5,1,33,1,2,NA,1,1,1,NA,2
0,25,1,2,NA,2,33,NA,2,NA,1,1,1,NA,NA
1,34,1,5,1,1,33,1,2,NA,1,1,1,NA,3
1,42,1,2,NA,3,18,NA,2,NA,1,NA,1,NA,NA
0,28,1,5,2,1,33,NA,2,NA,1,3,1,NA,3
0,47,1,3,1,1,33,1,2,NA,1,NA,1,NA,NA
0,50,2,23,1,1,33,1,2,NA,1,1,1,NA,2
0,31,1,5,2,1,18,1,1,3,2,1,1,NA,2
0,26,1,3,1,1,33,NA,2,NA,1,1,1,NA,3
1,72,1,NA,4,3,33,1,2,NA,1,3,1,NA,2
0,57,1,4,5,1,9,1,2,NA,1,NA,1,NA,3
1,23,1,14,NA,1,33,1,1,3,2,3,1,NA,3
0,73,1,NA,3,3,30,1,2,NA,1,1,1,NA,NA
0,36,1,13,1,1,33,1,2,NA,1,1,1,NA,1
0,46,1,3,1,1,33,1,2,NA,1,1,1,NA,NA
0,34,1,5,1,1,33,NA,2,NA,1,1,1,NA,NA
0,57,1,2,5,2,18,1,2,NA,1,3,1,NA,2
1,32,1,11,1,1,30,NA,2,NA,1,3,1,NA,3
1,35,2,11,1,1,33,1,2,NA,1,3,1,NA,2
1,20,1,5,NA,1,30,NA,2,NA,1,1,1,NA,3
0,59,1,NA,1,3,18,1,2,NA,1,1,1,NA,3
1,45,2,12,1,1,33,1,2,NA,1,2,1,NA,2
1,41,1,6,1,1,33,NA,2,NA,1,1,1,NA,3
0,24,2,14,5,1,33,1,1,1,3,2,1,NA,2
0,55,1,NA,1,1,33,NA,2,NA,1,1,NA,NA,NA
1,28,1,6,NA,1,33,NA,2,NA,1,3,1,NA,NA
1,19,1,14,NA,1,33,NA,NA,NA,NA,3,1,NA,1
1,25,1,22,2,1,33,NA,NA,NA,NA,NA,1,NA,2
0,42,1,6,4,1,33,NA,NA,NA,NA,3,1,NA,1
0,46,2,24,1,1,33,NA,2,NA,1,3,1,NA,2
1,45,1,21,2,1,33,1,2,NA,1,3,1,NA,2
0,60,1,23,4,1,33,1,1,1,3,3,1,NA,3
0,26,1,3,1,1,33,NA,2,NA,1,3,1,NA,3
0,23,1,4,NA,3,33,1,1,3,2,3,1,NA,3
1,42,2,NA,1,1,33,1,1,3,2,3,1,NA,1
0,19,1,14,1,2,33,1,1,2,2,1,1,NA,3
1,23,1,11,NA,3,33,1,1,1,3,3,1,NA,3
1,19,2,NA,NA,1,33,1,1,3,2,1,0.5,NA,NA
0,21,1,11,NA,1,33,1,1,2,2,3,1,NA,NA
0,38,1,23,1,3,33,1,2,NA,1,2,1,NA,NA
0,27,2,13,NA,1,33,NA,2,NA,1,3,1,NA,NA
1,41,2,3,4,1,33,1,1,1,3,1,1,NA,2
0,59,2,13,4,1,33,1,1,3,2,2,1,NA,1
1,35,1,6,1,1,33,NA,2,NA,1,3,1,NA,3
1,60,1,3,4,3,33,1,2,NA,1,3,1,NA,2
1,31,2,21,1,1,33,1,1,3,2,NA,1,NA,NA
1,54,2,24,1,1,33,1,2,NA,1,3,1,NA,3
0,35,1,14,2,1,33,NA,NA,NA,NA,1,0.5,NA,2
0,32,2,4,NA,3,33,1,2,NA,1,3,1,NA,2
1,49,2,23,1,1,4,NA,NA,NA,NA,3,1,NA,NA
1,34,2,24,NA,1,4,NA,NA,NA,NA,3,1,NA,3
0,50,2,23,1,1,4,NA,NA,NA,NA,3,1,NA,3
1,43,1,21,1,1,4,NA,NA,NA,NA,1,1,NA,2
0,45,2,22,NA,1,4,NA,NA,NA,NA,1,1,NA,1
0,46,2,22,NA,1,4,NA,NA,NA,NA,NA,1,NA,3
1,35,1,11,NA,1,4,NA,NA,NA,NA,3,1,NA,2
1,79,2,NA,1,3,4,NA,NA,NA,NA,1,0.5,NA,1
1,34,2,21,1,1,4,NA,NA,NA,NA,3,1,NA,1
1,23,1,6,NA,1,4,NA,NA,NA,NA,3,1,NA,2
1,27,2,12,NA,1,4,NA,NA,NA,NA,3,1,NA,2
1,59,2,22,1,3,4,NA,NA,NA,NA,1,0.5,NA,3
1,50,2,24,1,1,4,NA,NA,NA,NA,3,0.5,NA,1
1,43,2,23,1,1,4,NA,NA,NA,NA,3,1,NA,1
1,64,2,NA,4,3,4,NA,NA,NA,NA,1,0.5,NA,3
1,36,2,23,1,3,4,NA,NA,NA,NA,2,1,NA,3
0,40,1,21,1,2,4,1,1,1,3,1,1,NA,NA
1,37,2,23,1,1,4,NA,2,NA,1,3,0.5,NA,2
0,26,1,14,1,1,4,1,1,1,3,3,1,NA,1
0,25,2,NA,NA,3,4,NA,2,NA,1,1,1,NA,1
1,71,2,11,1,1,4,1,1,1,3,3,1,NA,3
0,66,1,NA,1,3,4,1,1,1,3,1,1,NA,2
1,37,1,23,1,1,4,NA,2,NA,1,3,1,NA,NA
0,18,1,12,NA,3,4,1,1,1,3,3,1,NA,2
1,25,2,24,5,1,33,1,1,3,2,1,0.5,NA,3
0,30,1,12,1,1,33,1,1,3,2,3,1,NA,2
0,26,2,25,NA,3,33,1,1,1,3,1,1,NA,1
0,22,2,11,NA,1,33,1,2,NA,1,3,1,NA,2
0,21,1,5,NA,1,33,NA,2,NA,1,1,1,NA,2
0,60,2,23,1,1,4,NA,NA,NA,NA,3,1,NA,3
1,21,1,12,NA,1,33,1,1,2,2,3,1,NA,NA
